tenure,monthly_charges,total_charges,contract_type,payment_method,internet_service,streaming,tech_support,support_calls,num_services,churn
29,807.84,23458.05,two-year,credit_card,fiber,False,True,1,0,0
51,818.89,42721.67,two-year,debit_card,fiber,False,True,0,0,0
65,750.32,47840.12,one-year,debit_card,dsl,False,False,2,3,0
44,826.67,36481.36,one-year,wallet,fiber,False,True,1,1,0
49,675.78,32782.9,month-to-month,credit_card,dsl,False,False,2,2,0
18,1073.27,19319.03,month-to-month,debit_card,fiber,False,False,0,4,1
17,528.62,8383.61,two-year,debit_card,wireless,False,False,1,0,0
30,697.6,20742.5,month-to-month,net_banking,dsl,False,False,0,2,0
62,908.23,56322.69,month-to-month,net_banking,fiber,False,False,1,1,1
38,601.67,22982.69,month-to-month,credit_card,dsl,False,False,3,2,0
25,647.81,16643.08,month-to-month,credit_card,wireless,False,True,0,1,1
56,171.0,8414.05,month-to-month,wallet,none,False,True,0,0,0
62,417.82,25841.95,month-to-month,net_banking,dsl,False,True,0,0,0
65,1213.12,78765.55,month-to-month,upi,fiber,False,False,0,5,1
21,840.0,17607.78,month-to-month,net_banking,fiber,False,False,0,0,1
51,1083.37,55267.98,month-to-month,credit_card,fiber,True,False,2,4,0
43,1173.59,50049.47,month-to-month,credit_card,fiber,True,False,1,5,1
32,955.73,29810.02,one-year,debit_card,fiber,False,True,2,2,0
28,887.22,24950.7,month-to-month,upi,fiber,False,True,0,1,1
8,732.62,5363.86,month-to-month,wallet,dsl,False,False,3,4,1
20,1199.42,24189.82,month-to-month,credit_card,fiber,True,False,1,5,0
40,541.22,21180.38,month-to-month,upi,wireless,False,True,0,0,1
64,909.07,58526.76,two-year,credit_card,dsl,True,True,0,5,0
63,1121.76,70643.4,month-to-month,upi,fiber,True,False,3,5,1
13,434.99,5662.41,month-to-month,debit_card,dsl,False,True,1,0,1
49,598.6,29208.13,one-year,credit_card,wireless,False,True,2,0,0
6,1097.47,6381.5,month-to-month,credit_card,fiber,False,False,3,4,0
49,805.19,39337.69,one-year,upi,fiber,False,False,3,0,0
24,680.36,16919.54,two-year,upi,dsl,True,False,1,3,0
32,810.14,25157.32,one-year,upi,fiber,False,False,2,0,0
52,514.85,26448.11,two-year,credit_card,none,True,False,2,4,0
31,933.29,29460.19,month-to-month,net_banking,fiber,False,False,1,1,1
58,809.25,47346.48,month-to-month,credit_card,fiber,False,False,1,0,0
38,770.03,29932.92,month-to-month,credit_card,fiber,False,False,0,0,1
72,807.65,58120.95,month-to-month,upi,fiber,False,True,0,1,0
46,948.49,42971.25,month-to-month,upi,fiber,False,False,2,3,1
21,516.15,10285.21,month-to-month,wallet,dsl,False,True,0,0,0
56,839.66,46871.6,month-to-month,debit_card,dsl,False,False,3,4,1
29,980.49,28814.53,month-to-month,upi,fiber,True,False,2,3,1
38,687.76,26007.66,one-year,debit_card,wireless,False,False,0,1,0
9,966.29,8530.76,month-to-month,credit_card,wireless,True,False,2,5,0
8,860.91,7085.77,month-to-month,upi,wireless,False,False,2,3,0
41,1143.3,46889.32,month-to-month,upi,fiber,True,False,0,4,0
13,461.69,5781.67,one-year,credit_card,dsl,False,False,1,1,0
72,1151.61,82414.93,month-to-month,upi,fiber,True,False,1,4,0
62,437.61,27605.29,one-year,debit_card,none,False,False,2,3,0
51,1148.43,59093.95,month-to-month,wallet,fiber,False,False,2,5,1
53,924.83,48486.98,month-to-month,net_banking,fiber,False,True,2,2,0
43,1101.59,47166.95,two-year,debit_card,fiber,True,True,0,4,0
4,724.81,3232.74,month-to-month,upi,wireless,True,True,3,2,0
28,553.15,14919.36,month-to-month,debit_card,wireless,False,True,1,0,0
36,564.61,20508.55,month-to-month,upi,wireless,False,True,1,0,1
66,1122.99,73954.22,month-to-month,wallet,fiber,True,False,1,5,1
16,867.33,13268.88,month-to-month,credit_card,dsl,True,False,3,4,1
36,952.8,35189.3,month-to-month,debit_card,fiber,True,False,0,2,0
25,912.64,22645.34,month-to-month,credit_card,dsl,False,False,0,4,0
9,618.55,5829.14,two-year,upi,wireless,False,True,0,0,0
7,829.45,5245.53,month-to-month,debit_card,fiber,False,False,2,0,0
26,971.92,26046.08,month-to-month,net_banking,fiber,True,False,0,3,1
6,714.09,5258.23,one-year,upi,dsl,True,False,2,3,0
4,1178.63,3963.45,month-to-month,upi,fiber,False,False,5,5,1
25,1068.14,26621.16,two-year,wallet,fiber,False,False,0,4,0
14,551.76,8388.58,month-to-month,debit_card,dsl,False,True,1,1,0
40,921.01,36606.08,one-year,upi,wireless,False,False,1,4,0
1,971.99,1176.64,two-year,upi,fiber,False,False,3,2,1
22,1033.15,21889.19,month-to-month,debit_card,fiber,True,False,1,4,1
33,589.19,19049.02,one-year,debit_card,dsl,False,True,0,1,0
70,827.65,58088.08,one-year,debit_card,fiber,False,True,1,0,0
46,770.49,35147.63,one-year,upi,fiber,False,True,0,0,0
64,940.4,60005.61,month-to-month,debit_card,wireless,True,False,2,5,1
25,522.07,12294.05,month-to-month,credit_card,dsl,False,True,0,0,1
32,446.35,14610.09,month-to-month,wallet,none,False,False,2,5,1
30,1100.1,32333.34,two-year,credit_card,fiber,True,False,0,4,0
64,581.72,38000.52,month-to-month,credit_card,dsl,False,False,1,0,1
70,745.18,51821.4,month-to-month,wallet,dsl,True,False,1,5,1
70,541.14,38280.41,two-year,upi,dsl,False,True,0,0,0
54,627.22,34221.04,month-to-month,upi,wireless,False,True,1,0,0
36,653.09,23018.88,month-to-month,upi,dsl,False,False,0,3,0
39,901.02,34852.07,month-to-month,upi,fiber,False,False,3,1,1
71,925.07,65451.32,one-year,net_banking,fiber,False,True,0,1,1
20,616.17,12128.56,month-to-month,upi,wireless,False,True,0,1,0
25,989.64,24092.14,month-to-month,wallet,fiber,True,False,2,3,1
65,601.31,39351.78,month-to-month,upi,wireless,False,False,0,0,1
28,623.88,17124.36,month-to-month,debit_card,dsl,False,False,2,1,1
17,797.94,13507.96,month-to-month,debit_card,wireless,True,False,0,3,0
40,647.9,26419.0,month-to-month,upi,dsl,False,False,2,2,1
23,766.76,17921.27,one-year,debit_card,dsl,False,False,3,4,0
65,276.23,17644.16,month-to-month,credit_card,none,False,False,2,1,0
66,777.33,51824.5,month-to-month,debit_card,dsl,True,False,0,3,0
22,805.29,18049.26,month-to-month,wallet,dsl,True,False,3,4,1
38,932.13,35067.91,month-to-month,net_banking,fiber,False,False,3,2,1
71,573.36,40451.69,one-year,debit_card,dsl,False,False,1,1,0
54,684.97,37488.56,month-to-month,net_banking,dsl,True,False,2,3,1
15,975.28,15018.54,two-year,upi,fiber,True,False,3,3,1
43,660.17,27636.07,one-year,upi,wireless,False,True,1,0,0
45,906.89,40307.05,one-year,debit_card,wireless,True,False,1,3,0
47,410.42,19637.64,one-year,credit_card,dsl,False,False,1,0,0
1,1054.11,466.92,month-to-month,debit_card,fiber,False,False,2,3,1
21,1017.95,21779.35,two-year,credit_card,wireless,True,False,1,5,0
62,664.42,42161.67,one-year,wallet,dsl,False,False,1,3,0
17,776.41,13385.65,month-to-month,upi,dsl,True,False,0,4,0
21,546.15,11007.61,month-to-month,wallet,dsl,False,False,0,1,0
23,1270.05,29299.34,month-to-month,credit_card,fiber,True,False,1,5,1
12,882.62,11108.78,one-year,debit_card,dsl,True,False,0,4,0
11,1128.94,12467.81,month-to-month,upi,fiber,True,False,3,5,1
25,427.04,10917.86,one-year,upi,none,True,False,4,4,0
63,763.65,47710.17,month-to-month,debit_card,dsl,False,False,2,3,0
0,1052.2,0.0,month-to-month,credit_card,fiber,False,False,2,3,1
20,937.2,19197.02,month-to-month,debit_card,dsl,True,False,1,5,0
4,822.05,2932.15,month-to-month,upi,dsl,False,False,3,5,1
40,786.18,30153.98,month-to-month,credit_card,wireless,False,True,1,2,0
18,763.41,13588.25,one-year,credit_card,fiber,False,False,0,0,0
57,631.16,36133.11,month-to-month,net_banking,wireless,False,False,0,0,0
42,873.14,37201.3,two-year,debit_card,fiber,False,True,1,1,0
57,595.03,34739.65,one-year,credit_card,dsl,False,False,2,0,1
46,897.37,41321.36,one-year,debit_card,fiber,False,True,0,1,0
32,484.3,15826.92,month-to-month,credit_card,dsl,False,True,0,0,0
62,981.9,60937.91,one-year,debit_card,wireless,True,False,3,5,0
34,794.97,27206.15,two-year,upi,fiber,False,True,2,0,1
69,667.28,45948.76,one-year,net_banking,dsl,False,True,0,3,0
72,1046.24,75522.83,month-to-month,credit_card,fiber,False,False,2,2,0
42,954.94,39742.35,one-year,credit_card,fiber,False,False,2,1,0
49,891.18,44658.1,month-to-month,debit_card,wireless,False,False,0,4,0
18,909.99,15184.28,month-to-month,credit_card,dsl,True,False,0,5,0
59,902.57,53537.16,one-year,upi,dsl,True,False,0,4,0
49,936.84,46065.17,one-year,upi,dsl,True,False,2,5,0
65,1009.63,65811.62,month-to-month,upi,fiber,False,False,1,3,1
19,1095.6,20225.03,month-to-month,upi,fiber,False,False,1,4,0
57,414.12,22765.95,two-year,upi,dsl,False,True,0,0,0
34,1213.74,41570.0,month-to-month,credit_card,fiber,True,False,1,5,0
13,1162.14,15778.35,month-to-month,upi,fiber,False,False,2,4,0
12,637.49,7759.94,one-year,wallet,dsl,False,True,0,1,0
41,785.05,32589.77,one-year,net_banking,wireless,False,False,4,2,0
23,1042.62,23751.13,month-to-month,upi,fiber,True,False,1,3,1
7,750.11,5416.55,month-to-month,credit_card,fiber,False,True,1,0,1
31,1115.99,35208.38,month-to-month,debit_card,fiber,True,True,2,4,1
47,543.42,25383.82,month-to-month,net_banking,dsl,False,False,0,1,1
23,626.26,14996.82,one-year,debit_card,wireless,False,False,2,0,0
69,836.81,56922.38,one-year,debit_card,fiber,False,True,0,1,0
56,1200.94,66946.18,month-to-month,upi,fiber,True,False,1,5,0
37,741.16,27695.74,month-to-month,net_banking,wireless,False,False,0,1,0
68,843.86,58333.72,month-to-month,upi,wireless,True,False,5,3,0
31,916.42,28416.25,month-to-month,wallet,wireless,False,True,2,4,1
10,545.65,4939.55,month-to-month,upi,dsl,False,True,0,0,0
2,888.52,2717.07,month-to-month,credit_card,dsl,False,False,2,4,1
68,869.64,59072.16,one-year,debit_card,fiber,False,False,0,1,0
70,1126.05,79155.97,month-to-month,upi,fiber,False,False,1,4,1
53,950.56,50212.55,one-year,upi,fiber,False,True,0,1,0
7,633.46,4505.39,month-to-month,upi,wireless,False,False,2,0,0
21,699.88,14416.45,one-year,credit_card,dsl,True,False,2,4,0
2,764.22,2657.26,two-year,credit_card,dsl,True,False,4,4,1
3,1212.55,4233.27,month-to-month,upi,fiber,True,False,1,5,1
17,779.99,14143.91,month-to-month,debit_card,dsl,True,True,1,4,0
41,1022.02,41508.5,one-year,upi,fiber,False,False,1,2,0
4,967.9,2959.07,month-to-month,credit_card,fiber,False,True,0,1,0
71,845.49,59883.15,month-to-month,credit_card,fiber,False,False,0,1,1
33,973.37,33379.61,month-to-month,wallet,fiber,False,False,1,3,0
19,931.94,17545.94,two-year,wallet,fiber,False,True,0,2,0
37,929.05,34900.9,month-to-month,upi,fiber,True,False,3,2,1
57,651.8,36640.43,month-to-month,upi,dsl,False,False,0,1,1
22,898.23,19346.63,month-to-month,wallet,fiber,False,False,5,2,1
3,912.12,2696.47,one-year,upi,fiber,False,True,0,1,0
3,569.39,2763.02,month-to-month,upi,dsl,False,False,2,0,1
62,840.96,52689.7,two-year,upi,fiber,False,True,0,0,0
8,846.82,5747.99,one-year,credit_card,wireless,True,False,1,3,0
46,641.89,29860.28,month-to-month,credit_card,dsl,False,False,0,2,0
28,892.45,24414.2,month-to-month,net_banking,fiber,False,True,0,0,0
56,412.74,22772.5,one-year,debit_card,none,False,True,1,3,0
4,647.41,2844.85,one-year,upi,wireless,False,False,1,0,0
65,792.06,52183.33,month-to-month,debit_card,fiber,False,True,1,0,0
50,707.91,36070.38,month-to-month,credit_card,fiber,False,False,0,0,1
32,336.52,10934.35,month-to-month,upi,none,False,True,1,2,0
15,1167.19,17680.6,month-to-month,net_banking,fiber,True,False,1,5,0
71,567.83,40989.05,month-to-month,debit_card,dsl,False,False,4,1,1
22,541.98,11135.89,month-to-month,credit_card,dsl,False,False,1,1,0
35,706.29,25633.78,month-to-month,wallet,wireless,False,False,4,1,0
28,986.85,27263.93,two-year,debit_card,fiber,True,False,0,2,0
16,784.71,12685.65,one-year,credit_card,dsl,False,False,2,4,0
30,559.29,16530.55,one-year,debit_card,dsl,False,False,0,1,0
11,772.47,7919.12,one-year,wallet,wireless,False,False,2,3,0
0,1187.72,230.8,one-year,wallet,fiber,True,False,4,5,1
21,1043.9,22040.08,month-to-month,credit_card,wireless,True,False,1,5,1
8,1093.93,8698.75,one-year,upi,fiber,True,False,2,3,0
30,470.04,14024.94,month-to-month,net_banking,none,True,False,0,4,0
62,1074.56,67385.67,month-to-month,net_banking,wireless,True,True,0,5,0
11,781.89,9697.21,two-year,credit_card,dsl,False,False,2,4,0
0,824.2,626.45,two-year,net_banking,fiber,False,False,1,1,0
8,431.91,3593.97,month-to-month,debit_card,dsl,False,True,1,0,0
37,150.0,4731.37,one-year,debit_card,none,False,True,1,0,0
20,891.69,18147.33,month-to-month,debit_card,dsl,True,True,0,5,0
35,1012.13,35760.13,month-to-month,upi,fiber,False,False,3,3,1
2,643.4,1672.47,month-to-month,debit_card,wireless,False,True,1,1,0
24,607.63,14012.64,month-to-month,credit_card,dsl,False,False,1,2,1
29,620.69,18425.16,one-year,upi,wireless,False,False,3,1,0
31,755.51,24201.5,month-to-month,upi,dsl,True,False,0,4,0
40,1075.77,42539.48,month-to-month,credit_card,fiber,False,False,2,3,0
56,1265.17,71191.67,two-year,credit_card,fiber,True,False,2,5,0
34,968.26,32514.88,month-to-month,net_banking,fiber,False,False,2,1,1
61,984.35,59993.48,month-to-month,upi,fiber,False,False,2,2,1
38,575.39,21390.33,month-to-month,wallet,wireless,False,False,0,0,1
19,841.61,15815.22,month-to-month,upi,dsl,True,False,0,5,0
16,1062.81,16833.43,month-to-month,upi,fiber,False,False,0,3,1
23,812.68,18897.83,one-year,credit_card,wireless,False,True,0,3,0
43,770.6,33580.8,two-year,debit_card,wireless,False,False,2,2,0
17,671.52,12023.96,month-to-month,credit_card,dsl,False,False,1,1,0
66,985.84,64739.55,month-to-month,upi,wireless,True,False,2,5,0
35,763.89,26916.17,month-to-month,upi,dsl,False,False,2,2,0
63,1043.66,65201.26,two-year,debit_card,fiber,False,False,1,4,0
49,822.37,40240.84,month-to-month,upi,fiber,False,False,0,0,0
24,690.69,16597.85,month-to-month,upi,wireless,False,False,2,1,0
16,750.8,11551.47,two-year,upi,dsl,True,False,4,4,0
54,540.08,29444.02,month-to-month,upi,dsl,False,True,0,0,1
24,676.54,16159.09,month-to-month,credit_card,wireless,False,True,3,0,0
18,910.13,16459.59,month-to-month,upi,dsl,True,False,1,4,1
67,895.56,60615.08,month-to-month,credit_card,fiber,False,True,0,1,0
35,779.99,27085.97,two-year,credit_card,fiber,False,False,3,1,0
3,1048.85,3571.65,month-to-month,debit_card,fiber,False,False,4,3,1
36,612.1,22756.97,month-to-month,debit_card,dsl,False,False,0,1,0
33,488.24,16802.74,month-to-month,credit_card,dsl,False,True,0,0,1
63,210.76,13183.56,month-to-month,wallet,none,False,False,0,0,0
51,775.83,39080.93,month-to-month,upi,fiber,False,False,0,0,0
13,493.32,6058.13,two-year,wallet,dsl,False,False,0,0,0
10,850.87,7715.4,month-to-month,upi,dsl,False,False,1,4,1
44,644.45,28698.86,two-year,debit_card,dsl,False,True,1,1,0
3,150.0,824.04,one-year,debit_card,none,False,True,3,0,1
23,474.43,10970.68,month-to-month,upi,dsl,False,True,0,0,0
10,570.58,5017.7,one-year,upi,dsl,False,False,1,2,0
1,1266.92,1084.27,one-year,upi,fiber,True,False,6,5,1
67,693.54,47157.24,one-year,upi,dsl,False,True,0,2,0
6,399.95,2704.53,month-to-month,credit_card,dsl,False,False,2,0,1
0,271.77,391.52,month-to-month,upi,none,False,True,1,1,0
68,935.83,65290.27,month-to-month,wallet,fiber,False,False,1,2,0
13,537.2,7147.68,one-year,wallet,dsl,False,True,0,1,0
59,1226.81,71302.69,month-to-month,upi,fiber,True,False,1,5,0
2,850.67,1150.79,month-to-month,upi,dsl,True,True,1,4,0
11,663.47,7450.98,month-to-month,debit_card,dsl,False,False,2,2,1
8,1142.92,9152.71,month-to-month,wallet,fiber,True,False,3,5,1
51,843.34,42924.22,one-year,debit_card,fiber,False,False,0,1,0
45,802.2,36021.62,one-year,upi,fiber,False,True,1,0,1
34,952.14,31980.65,one-year,net_banking,wireless,True,False,1,5,0
17,874.71,15056.96,month-to-month,debit_card,dsl,True,False,2,5,1
6,702.9,4914.6,month-to-month,upi,wireless,False,False,2,1,0
41,948.32,39747.44,one-year,wallet,fiber,True,False,4,3,0
16,537.09,9445.44,month-to-month,net_banking,dsl,False,True,0,1,0
43,823.32,34924.58,one-year,debit_card,wireless,True,False,1,3,1
50,878.27,43903.27,month-to-month,upi,dsl,False,False,1,4,1
62,1142.27,70663.61,month-to-month,debit_card,fiber,True,False,0,4,0
36,1024.82,37189.54,month-to-month,upi,fiber,True,False,0,3,1
0,820.12,0.0,one-year,debit_card,dsl,True,False,5,4,1
20,819.92,16285.68,month-to-month,upi,wireless,True,False,1,3,0
62,853.86,53666.68,two-year,credit_card,dsl,False,False,0,4,0
38,696.69,26523.32,month-to-month,credit_card,wireless,False,False,2,1,0
45,713.94,32189.39,month-to-month,net_banking,dsl,True,False,1,2,0
33,582.23,19420.31,one-year,wallet,dsl,True,True,1,2,0
11,984.69,11169.69,month-to-month,upi,fiber,False,False,3,3,1
65,613.73,40233.33,month-to-month,upi,wireless,False,True,0,0,0
56,599.68,34357.9,two-year,debit_card,dsl,False,False,4,1,0
72,1095.02,78198.41,one-year,upi,wireless,True,False,0,5,0
62,409.61,25558.22,month-to-month,upi,dsl,False,False,1,0,1
21,1023.35,21439.08,one-year,credit_card,fiber,True,False,1,3,0
18,1021.1,18229.43,month-to-month,debit_card,fiber,False,False,2,3,0
18,661.89,12292.95,month-to-month,upi,dsl,True,True,0,2,0
67,686.66,46654.69,month-to-month,debit_card,wireless,False,True,0,0,0
40,843.81,33456.67,month-to-month,net_banking,fiber,False,False,2,0,0
33,794.8,27071.85,month-to-month,credit_card,fiber,False,True,2,1,0
70,876.69,60652.33,month-to-month,upi,fiber,False,True,1,0,0
44,875.29,38808.03,one-year,debit_card,fiber,False,False,1,0,1
66,813.15,53222.8,month-to-month,net_banking,fiber,False,True,0,0,0
71,594.11,41861.05,month-to-month,upi,wireless,False,True,1,1,0
5,1167.42,5867.14,one-year,credit_card,fiber,True,False,3,5,1
26,1048.44,27059.93,two-year,credit_card,fiber,False,True,0,3,0
53,849.83,43609.22,month-to-month,credit_card,fiber,False,True,1,0,0
59,936.48,55557.91,two-year,upi,fiber,True,False,2,3,0
10,761.54,8005.33,one-year,net_banking,fiber,False,True,0,0,0
23,1004.9,23032.19,month-to-month,upi,fiber,False,False,0,2,1
40,875.09,34883.71,month-to-month,upi,fiber,False,True,0,0,0
58,621.53,35862.08,month-to-month,upi,wireless,False,False,3,0,1
8,257.43,1203.67,one-year,debit_card,none,False,False,1,0,0
43,372.76,15120.21,month-to-month,upi,none,True,False,2,2,0
21,798.15,17163.05,month-to-month,credit_card,wireless,False,False,0,2,0
15,957.26,14891.19,one-year,wallet,fiber,False,False,1,2,0
37,1049.0,39111.32,month-to-month,upi,fiber,False,True,0,3,1
30,738.91,22356.96,month-to-month,wallet,dsl,True,True,0,4,0
46,1136.11,52652.28,two-year,net_banking,fiber,True,False,3,4,1
23,662.38,15592.85,two-year,upi,dsl,True,False,1,3,0
60,761.05,45270.47,one-year,credit_card,dsl,False,False,1,3,0
5,328.05,1751.48,month-to-month,net_banking,none,True,True,3,2,1
62,693.5,42848.93,month-to-month,credit_card,wireless,False,True,2,1,0
2,902.36,1663.29,month-to-month,debit_card,fiber,False,False,6,2,1
53,474.82,25735.54,month-to-month,wallet,dsl,False,True,1,0,0
25,1193.4,30622.29,month-to-month,credit_card,fiber,True,False,0,5,0
27,987.72,25495.18,two-year,upi,fiber,True,False,0,2,0
1,954.69,827.15,one-year,upi,wireless,True,False,2,4,1
51,517.5,26238.59,month-to-month,debit_card,none,True,False,2,5,0
12,574.94,7480.06,month-to-month,debit_card,dsl,False,False,3,2,0
48,826.23,38934.08,month-to-month,upi,dsl,True,False,3,5,0
52,596.72,29534.63,month-to-month,upi,dsl,False,False,0,2,0
61,578.34,35689.3,one-year,wallet,dsl,False,False,2,0,1
51,867.01,44699.0,month-to-month,credit_card,fiber,False,False,1,0,1
22,450.17,9011.72,one-year,upi,dsl,False,True,0,0,1
53,960.52,50845.12,month-to-month,upi,dsl,True,False,4,5,1
60,714.02,43606.59,month-to-month,upi,dsl,False,False,3,2,1
23,493.52,10811.93,two-year,upi,dsl,False,True,0,1,0
9,898.49,8136.92,month-to-month,credit_card,fiber,False,True,0,2,1
64,492.04,31744.35,month-to-month,upi,dsl,False,False,1,1,1
10,970.67,8992.89,one-year,net_banking,wireless,True,False,4,5,0
43,875.87,37380.52,month-to-month,upi,dsl,False,False,0,5,0
17,500.78,7667.79,month-to-month,upi,dsl,False,True,1,0,0
9,698.66,6205.71,month-to-month,wallet,dsl,True,False,0,4,1
56,878.64,48808.23,month-to-month,debit_card,fiber,True,True,0,2,0
10,513.01,5233.92,month-to-month,upi,dsl,False,False,1,0,0
48,1206.11,58210.75,month-to-month,upi,fiber,True,False,0,5,0
50,399.01,20644.79,one-year,credit_card,dsl,False,True,2,0,0
4,210.94,2009.91,two-year,debit_card,none,False,True,2,1,0
12,551.12,6717.3,month-to-month,wallet,dsl,False,True,0,0,0
57,888.78,50502.31,month-to-month,credit_card,fiber,True,False,3,2,1
37,824.27,30310.47,month-to-month,wallet,wireless,False,False,1,3,0
8,509.02,3589.75,month-to-month,credit_card,dsl,False,False,2,1,1
72,541.57,39217.41,month-to-month,credit_card,dsl,False,True,0,0,0
19,499.15,9236.43,one-year,credit_card,wireless,False,True,0,0,0
0,859.78,259.03,month-to-month,debit_card,dsl,True,False,6,5,1
67,847.02,56283.51,month-to-month,credit_card,dsl,True,False,0,4,0
1,1205.5,972.46,one-year,credit_card,fiber,False,False,4,5,0
40,701.79,28287.95,one-year,upi,dsl,False,False,2,3,0
72,790.07,56822.29,month-to-month,credit_card,wireless,False,True,0,3,0
42,1088.36,44750.76,month-to-month,upi,fiber,True,False,1,4,1
42,960.53,40334.77,two-year,debit_card,fiber,False,False,2,3,0
28,645.0,17659.1,month-to-month,upi,dsl,False,True,0,2,0
9,870.86,8428.42,one-year,upi,fiber,False,False,4,1,0
41,929.1,38578.76,one-year,upi,fiber,True,True,0,2,0
65,550.02,34609.66,month-to-month,upi,dsl,False,True,2,0,1
6,621.48,4129.6,month-to-month,upi,wireless,False,False,1,1,1
64,1014.78,65140.61,month-to-month,upi,fiber,False,False,0,4,0
30,948.73,27720.0,month-to-month,credit_card,wireless,True,False,2,5,0
39,506.2,20180.96,month-to-month,debit_card,dsl,False,True,1,0,0
12,494.66,5296.02,one-year,net_banking,dsl,False,False,0,0,0
45,792.44,36232.57,one-year,wallet,fiber,False,False,0,0,1
13,843.68,10644.77,two-year,upi,wireless,False,False,2,4,0
19,825.87,14932.56,two-year,debit_card,fiber,False,True,0,1,0
52,550.58,29690.67,one-year,debit_card,dsl,False,False,1,1,0
3,571.64,941.76,month-to-month,debit_card,wireless,False,False,6,0,1
32,929.9,29353.92,month-to-month,debit_card,dsl,True,False,1,5,0
43,663.2,28212.46,one-year,credit_card,dsl,False,False,3,2,0
9,1073.37,9432.51,month-to-month,credit_card,fiber,True,False,1,4,1
21,854.75,18299.15,month-to-month,debit_card,dsl,True,False,2,4,1
25,522.31,13086.8,month-to-month,credit_card,dsl,False,True,1,0,0
48,732.12,35644.05,month-to-month,upi,dsl,True,False,1,4,0
71,662.92,47253.02,month-to-month,wallet,wireless,False,False,0,3,1
61,658.69,39343.48,one-year,net_banking,dsl,False,False,2,3,0
13,904.75,12036.64,month-to-month,upi,fiber,False,True,0,1,0
1,619.57,736.48,month-to-month,credit_card,none,True,False,0,5,1
3,1091.99,2963.65,month-to-month,wallet,fiber,True,False,3,5,1
43,982.93,43302.95,month-to-month,debit_card,fiber,False,True,1,2,0
11,831.04,9445.58,month-to-month,upi,fiber,False,False,3,0,1
16,1244.75,20386.9,month-to-month,credit_card,fiber,True,False,2,5,0
61,1222.52,75061.99,month-to-month,debit_card,fiber,True,False,0,5,1
63,492.59,30823.4,one-year,upi,none,False,False,2,3,0
61,849.42,52131.21,month-to-month,credit_card,wireless,False,False,0,3,0
18,897.75,16317.44,two-year,debit_card,fiber,False,False,0,1,0
45,483.14,21462.6,one-year,upi,dsl,False,True,1,0,0
44,1016.01,44093.77,month-to-month,net_banking,wireless,False,False,0,5,1
13,583.38,7596.05,month-to-month,upi,dsl,False,True,0,2,0
40,668.07,27016.11,month-to-month,debit_card,wireless,False,False,2,1,0
38,826.99,31433.9,one-year,credit_card,dsl,True,False,1,4,1
28,870.41,24280.35,one-year,upi,fiber,False,True,0,0,0
54,576.1,31123.25,one-year,credit_card,wireless,False,True,0,0,0
49,923.33,45099.63,two-year,credit_card,fiber,False,False,0,1,0
38,640.14,25100.02,month-to-month,debit_card,dsl,False,True,2,2,1
52,799.35,41701.47,one-year,debit_card,wireless,False,False,1,2,0
55,834.93,45678.05,month-to-month,net_banking,fiber,False,False,4,1,1
41,686.3,27234.23,one-year,net_banking,dsl,False,False,1,2,0
19,945.23,17860.82,month-to-month,upi,fiber,False,False,2,2,1
55,965.74,52827.56,one-year,debit_card,fiber,True,False,1,3,0
52,1017.34,52594.45,month-to-month,debit_card,fiber,True,False,2,3,0
71,941.09,67288.38,month-to-month,net_banking,dsl,False,False,0,5,0
10,1049.04,10530.27,month-to-month,wallet,fiber,False,False,0,4,0
30,600.78,17182.3,two-year,debit_card,wireless,False,False,1,1,1
67,894.94,60270.2,month-to-month,wallet,dsl,True,False,3,5,1
37,941.11,34030.06,month-to-month,debit_card,fiber,False,False,1,3,1
68,953.17,65162.07,month-to-month,upi,fiber,False,False,4,1,1
0,826.91,0.0,month-to-month,credit_card,wireless,False,True,2,2,0
2,1151.91,2347.28,two-year,debit_card,fiber,True,False,4,4,1
58,899.44,52154.97,two-year,credit_card,wireless,False,False,0,4,0
26,733.23,18990.0,one-year,debit_card,dsl,True,True,1,2,0
37,867.27,32193.84,one-year,credit_card,fiber,False,True,2,0,0
31,648.36,20140.23,month-to-month,net_banking,wireless,False,False,3,1,0
29,671.94,20421.18,month-to-month,upi,wireless,False,False,1,0,1
68,1054.42,71812.28,month-to-month,debit_card,fiber,False,False,0,4,1
6,1015.15,6214.48,one-year,credit_card,fiber,False,False,1,3,1
56,860.33,47823.54,month-to-month,upi,fiber,True,False,2,2,0
64,807.3,51857.4,one-year,credit_card,dsl,True,False,4,4,0
47,885.27,41096.11,month-to-month,credit_card,wireless,False,False,0,4,1
28,877.39,25141.98,month-to-month,upi,wireless,False,False,2,4,1
11,791.72,7966.72,month-to-month,wallet,fiber,False,False,3,0,0
49,696.02,33683.28,one-year,debit_card,dsl,False,False,1,3,0
34,877.08,29006.28,one-year,upi,dsl,True,False,2,5,0
10,864.18,8851.61,month-to-month,upi,dsl,True,False,2,4,1
26,821.91,21157.65,one-year,credit_card,fiber,False,True,0,1,0
70,993.13,69861.81,one-year,net_banking,fiber,False,False,3,2,1
19,885.76,16341.68,month-to-month,debit_card,dsl,True,True,0,5,0
13,818.71,10908.92,one-year,upi,fiber,False,True,0,0,0
49,423.46,21039.68,month-to-month,upi,none,False,False,1,3,0
14,464.13,6603.72,month-to-month,credit_card,dsl,False,True,2,0,0
67,1197.24,80230.73,month-to-month,debit_card,fiber,True,False,2,5,1
